,prep,prep_pp,pp,defart_pp,htah,adj,verb,at_user,geotag
9041,1,0,4,0,0,1,2,1,California
9042,3,0,7,0,0,2,4,1,California
9043,0,0,2,0,0,1,2,1,California
9044,0,0,2,0,0,2,2,1,California
9045,4,0,1,0,0,0,3,1,California
9046,3,1,6,0,0,1,3,1,California
9047,0,0,0,0,0,1,1,1,California
9048,2,0,6,1,0,0,2,1,California
9049,2,0,2,0,0,0,1,1,California
9050,0,0,3,0,0,0,1,0,California
9051,1,0,3,0,0,1,4,0,California
9052,2,0,4,1,0,0,3,1,California
9053,0,0,1,0,0,0,0,1,California
9054,0,0,0,0,0,0,1,1,California
9055,1,0,0,0,0,0,0,1,California
9056,0,0,5,0,1,0,2,0,California
9057,1,0,4,0,1,2,4,3,California
9058,1,0,2,0,0,0,0,0,California
9059,2,1,6,0,0,4,5,1,California
9060,1,1,5,1,0,0,5,0,NewYork
9061,1,0,2,0,0,0,0,1,NewYork
9062,4,0,2,0,1,2,4,2,NewYork
9063,1,0,1,0,0,1,2,1,NewYork
9064,3,0,7,0,0,3,6,1,NewYork
9065,6,0,2,0,0,0,5,1,NewYork
9066,2,0,2,0,1,1,4,1,NewYork
9067,3,0,1,0,0,2,2,1,NewYork
9068,0,0,3,0,1,0,1,0,NewYork
9069,2,0,4,0,0,1,5,1,NewYork
9070,2,0,3,0,0,1,4,0,NewYork
9071,0,0,1,0,0,0,1,1,NewYork
9072,1,0,3,0,0,1,1,0,NewYork
9073,0,0,2,0,0,1,1,1,NewYork
9074,0,0,2,0,0,0,0,1,NewYork
9075,5,0,8,1,1,1,4,0,NewYork
9076,2,1,2,0,0,1,4,1,NewYork
9077,0,0,3,0,0,0,0,1,NewYork
9078,0,0,1,0,0,0,0,1,NewYork
9079,1,0,1,0,0,0,2,0,NewYork
9080,1,1,7,0,0,5,3,1,NewYork
9081,0,0,3,0,0,0,0,1,NewYork
9082,2,0,6,0,0,3,5,0,NewYork
9083,1,0,1,0,0,2,2,1,NewYork
9084,1,0,3,0,0,1,3,0,NewYork
9085,0,0,3,0,0,0,3,0,NewYork
9086,0,0,1,0,0,1,3,1,NewYork
9087,1,0,1,0,0,0,1,0,NewYork
9088,2,1,4,0,0,0,5,0,NewYork
9089,1,0,4,0,0,1,0,1,NewYork
9090,1,1,5,0,0,2,3,1,NewYork
9091,5,2,3,1,2,1,3,0,NewYork
9092,3,0,4,0,2,1,4,0,NewYork
9093,2,0,8,1,1,2,2,2,NewYork
9094,0,0,1,0,0,0,2,2,NewYork
9095,3,0,5,0,1,2,2,1,NewYork
9096,3,2,7,0,2,2,2,1,NewYork
9097,0,0,3,1,1,1,3,0,NewYork
9098,2,0,10,0,1,1,5,0,NewYork
9099,4,0,5,0,1,4,1,1,NewYork
9100,0,0,7,0,1,4,4,1,NewYork
9101,0,0,2,0,0,0,0,1,NewYork
9102,0,0,3,0,1,0,4,1,NewYork
9103,4,0,5,1,1,1,3,0,NewYork
9104,1,0,5,0,1,1,1,1,NewYork
9105,1,1,3,0,0,2,1,1,NewYork
9106,1,0,7,0,1,2,2,0,NewYork
9107,1,0,4,1,0,0,2,1,NewYork
9108,0,0,2,0,0,2,1,0,NewYork
9109,0,0,2,0,0,0,0,1,NewYork
9110,2,0,8,0,0,2,5,2,NewYork
9111,3,0,2,2,0,0,3,1,NewYork
9112,3,0,2,1,0,0,2,0,NewYork
9113,1,0,3,0,0,0,1,0,NewYork
9114,3,0,1,0,0,2,1,0,NewYork
9115,2,0,5,0,0,1,1,1,NewYork
9116,0,0,2,1,1,0,0,0,NewYork
9117,0,0,2,0,0,0,0,1,NewYork
9118,0,0,1,0,0,0,0,1,NewYork
9119,2,0,7,1,0,0,5,1,NewYork
9120,0,0,1,0,0,0,0,1,NewYork
9121,0,0,3,0,0,1,2,1,NewYork
9122,2,1,5,1,1,0,4,2,NewYork
9123,1,0,4,0,0,1,4,1,NewYork
9124,1,0,3,0,0,1,0,0,NewYork
9125,1,0,4,0,1,3,1,2,NewYork
9126,1,0,6,0,1,4,6,1,NewYork
9127,0,0,4,0,0,0,1,1,NewYork
9128,1,0,1,0,1,2,0,1,NewYork
9129,2,0,5,0,1,2,2,1,NewYork
9130,0,0,1,0,1,1,1,1,NewYork
9131,0,0,4,0,1,2,2,1,NewYork
9132,2,0,6,0,1,0,2,1,NewYork
9133,0,0,2,0,0,2,1,1,NewYork
9134,0,0,1,1,1,0,1,1,NewYork
9135,1,0,6,0,1,0,1,1,NewYork
9136,1,1,4,0,0,3,2,1,NewYork
9137,0,0,9,0,1,4,2,2,NewYork
9138,2,1,3,1,0,0,1,1,NewYork
9139,0,0,1,0,0,1,4,1,NewYork
9140,0,0,4,0,0,3,5,1,NewYork
9141,1,1,6,0,0,1,4,0,NewYork
9142,2,0,4,0,1,1,1,1,NewYork
9143,1,0,5,1,0,0,1,1,NewYork
9144,5,0,3,0,0,0,2,1,NewYork
9145,3,1,3,0,0,0,2,1,NewYork
9146,0,0,2,0,0,0,0,1,NewYork
9147,2,0,8,0,1,4,2,1,NewYork
9148,1,0,4,0,0,2,3,0,NewYork
9149,1,0,5,0,0,1,2,0,NewYork
9150,0,0,2,0,0,0,1,1,NewYork
9151,2,0,7,1,0,0,3,0,NewYork
9152,0,0,3,0,0,0,0,1,NewYork
9153,2,1,8,0,0,1,4,1,NewYork
9154,0,0,2,0,0,0,0,1,NewYork
9155,0,0,4,0,0,0,3,1,NewYork
9156,0,0,4,0,0,0,4,0,NewYork
9157,3,0,4,1,0,1,3,1,NewYork
9158,0,0,2,0,0,0,1,1,NewYork
9159,1,0,5,0,0,1,2,0,NewYork
9160,2,1,2,0,0,0,3,1,NewYork
9161,0,0,1,0,0,0,0,1,NewYork
9162,2,0,2,0,0,0,3,0,NewYork
9163,1,0,2,0,0,1,2,0,NewYork
9164,0,0,3,0,0,2,5,1,NewYork
9165,0,0,3,0,0,1,0,0,NewYork
9166,3,1,5,0,1,0,3,0,NewYork
9167,1,0,7,0,0,0,2,1,NewYork
9168,2,0,8,1,0,1,4,1,NewYork
9169,0,0,5,0,0,0,0,1,NewYork
9170,1,0,7,1,0,3,4,0,NewYork
9171,0,0,3,0,0,0,0,1,NewYork
9172,3,1,6,0,0,1,1,0,NewYork
9173,0,0,2,0,0,0,0,1,NewYork
9174,0,0,2,0,0,0,0,1,NewYork
9175,2,0,6,0,0,2,7,0,NewYork
9176,0,0,1,0,0,0,1,1,NewYork
9177,2,0,8,1,0,1,6,1,NewYork
9178,2,0,5,0,0,2,3,0,NewYork
9179,0,0,2,0,0,2,1,1,NewYork
9180,1,0,5,0,0,3,4,1,NewYork
9181,2,1,8,0,0,2,5,1,NewYork
9182,1,0,2,0,0,1,2,2,NewYork
9183,2,0,4,3,0,2,1,1,NewYork
9184,5,1,3,0,0,1,6,2,NewYork
9185,0,0,1,0,0,0,1,1,NewYork
9186,2,0,3,1,0,3,1,1,NewYork
9187,1,0,2,0,0,1,2,1,NewYork
9188,0,0,2,0,0,2,1,2,NewYork
9189,3,0,2,0,0,1,4,1,NewYork
9190,1,0,3,0,0,0,2,0,NewYork
9191,1,0,5,0,0,1,3,1,NewYork
9192,0,0,5,0,0,2,1,0,NewYork
9193,2,0,6,0,0,2,2,3,NewYork
9194,0,0,4,0,0,4,4,2,NewYork
9195,0,0,1,1,0,0,2,1,NewYork
9196,1,0,2,0,0,0,1,0,Georgia
9197,0,0,1,0,0,0,0,1,Georgia
9198,1,0,1,1,0,0,2,1,Georgia
9199,0,0,5,0,0,2,0,1,Georgia
9200,0,0,3,0,0,1,4,1,Georgia
9201,0,0,1,0,0,1,2,1,Georgia
9202,0,0,1,0,0,0,0,1,Georgia
9203,0,0,1,0,0,0,0,1,Georgia
9204,0,0,2,0,0,1,0,0,Georgia
9205,0,0,0,0,0,0,0,1,Georgia
9206,1,0,0,0,0,0,2,1,Georgia
9207,1,0,2,0,0,0,2,1,Georgia
9208,0,0,1,0,0,0,1,1,Georgia
9209,0,0,0,0,0,0,0,1,Georgia
9210,1,0,1,0,0,0,0,1,Georgia
9211,1,0,0,0,0,0,0,1,Georgia
9212,0,0,2,0,0,2,1,1,Georgia
9213,2,0,0,0,0,0,3,1,Georgia
9214,1,0,2,0,0,1,2,1,Georgia
9215,0,0,3,0,0,2,2,1,Georgia
9216,0,0,3,0,2,2,3,2,Georgia
9217,2,0,5,1,0,0,4,0,Georgia
9218,0,0,2,0,0,0,1,1,Georgia
9219,1,0,3,0,2,2,2,1,Georgia
9220,3,1,6,1,0,1,1,0,Georgia
9221,0,0,2,0,0,0,0,1,Georgia
9222,0,0,4,0,0,1,2,2,Georgia
9223,1,0,2,1,0,1,4,1,Georgia
9224,0,0,1,0,0,0,1,1,Georgia
9225,4,0,6,3,0,2,7,0,California
9226,3,1,6,0,0,1,7,1,California
9227,0,0,5,0,0,4,7,1,California
9228,1,0,8,1,0,2,7,2,California
9229,2,1,5,0,0,2,5,1,California
9230,3,1,6,0,0,1,5,1,California
9231,3,1,9,1,0,1,5,1,California
9232,2,0,4,0,0,4,4,2,California
9233,0,0,2,0,0,0,1,1,California
9234,1,0,3,0,0,2,3,1,California
9235,1,0,4,0,0,1,1,1,California
9236,2,1,6,1,0,0,4,2,California
9237,1,0,5,0,0,1,1,6,California
9238,3,0,8,0,0,4,5,1,California
9239,0,0,3,0,0,2,3,1,California
9240,0,0,5,0,1,1,3,0,California
9241,0,0,0,0,0,0,0,1,California
9242,0,0,2,0,0,0,1,1,California
9243,4,0,8,1,0,2,5,2,California
9244,3,0,5,2,0,0,1,0,California
9245,0,0,1,1,0,0,1,2,California
9246,0,0,3,0,0,1,3,1,California
9247,1,0,7,1,0,1,6,0,California
9248,4,0,9,2,0,5,4,0,California
9249,0,0,5,1,0,0,1,2,California
9250,2,1,4,0,0,1,4,0,California
9251,1,0,3,1,0,0,2,1,California
9252,0,0,3,0,0,1,5,2,California
9253,1,0,3,0,0,1,1,2,California
9254,0,0,1,0,0,1,3,2,NewYork
9255,1,0,5,0,0,1,2,2,NewYork
9256,2,1,9,1,0,2,5,3,NewYork
9257,0,0,1,0,0,1,0,1,NewYork
9258,0,0,1,0,0,1,1,1,NewYork
9259,0,0,1,0,0,0,0,1,NewYork
9260,0,0,1,0,0,0,0,1,NewYork
9261,1,0,3,0,0,1,1,1,NewYork
9262,3,0,5,2,0,2,6,1,NewYork
9263,1,0,2,0,0,1,1,2,NewYork
9264,1,0,4,1,0,0,1,3,NewYork
9265,2,0,6,1,0,1,6,0,NewYork
9266,4,0,5,0,0,2,7,0,NewYork
9267,2,0,3,0,0,0,1,2,NewYork
9268,2,0,2,0,0,0,1,2,NewYork
9269,0,0,0,0,0,0,1,1,NewYork
9270,5,2,7,0,1,2,8,1,NewYork
9271,2,0,5,0,0,4,2,1,NewYork
9272,0,0,4,0,0,2,3,2,NewYork
9273,0,0,6,0,2,0,1,1,NewYork
9274,0,0,2,0,0,1,2,2,NewYork
9275,2,1,2,0,0,0,2,2,NewYork
9276,1,0,5,0,0,4,1,1,NewYork
9277,0,0,3,0,0,0,3,0,NewYork
9278,0,0,1,0,0,0,0,1,NewYork
9279,0,0,3,0,0,0,6,0,NewYork
9280,0,0,3,0,0,0,0,1,NewYork
9281,2,0,4,1,0,2,5,0,NewYork
9282,4,2,7,0,0,1,3,0,NewYork
9283,1,0,1,0,0,1,4,0,NewYork
9284,0,0,2,0,0,0,1,1,NewYork
9285,1,0,5,0,0,2,4,1,NewYork
9286,0,0,2,0,0,0,1,0,NewYork
9287,0,0,2,0,1,0,1,0,NewYork
9288,0,0,1,0,0,0,1,1,NewYork
9289,1,1,6,0,0,0,3,1,NewYork
9290,3,1,7,0,0,0,3,0,NewYork
9291,0,0,4,0,0,3,2,4,NewYork
9292,1,0,4,0,0,0,0,0,NewYork
9293,2,1,4,0,1,0,4,0,NewYork
9294,0,0,2,0,1,1,0,1,NewYork
9295,1,1,3,0,1,2,4,1,NewYork
9296,3,0,7,1,0,1,4,1,NewYork
9297,0,0,7,1,1,3,3,2,NewYork
9298,4,0,5,0,1,3,4,2,NewYork
9299,0,0,1,0,0,0,0,1,NewYork
9300,2,0,7,1,1,1,5,2,NewYork
9301,1,0,2,0,0,1,2,0,NewYork
9302,5,1,11,0,1,3,3,0,NewYork
9303,0,0,3,0,0,1,2,1,NewYork
9304,1,0,6,0,0,4,2,1,NewYork
9305,0,0,6,0,0,0,3,0,NewYork
9306,1,0,2,0,0,0,1,1,NewYork
9307,2,1,3,0,0,2,0,1,NewYork
9308,2,1,6,0,0,2,4,1,NewYork
9309,1,0,5,1,0,1,2,1,NewYork
9310,0,0,3,0,0,1,0,1,NewYork
9311,0,0,1,0,0,0,1,1,NewYork
9312,0,0,1,0,0,0,0,1,NewYork
9313,1,0,0,0,0,1,0,1,NewYork
9314,1,0,1,0,0,0,1,1,NewYork
9315,2,2,9,0,0,2,2,1,NewYork
9316,0,0,2,0,0,0,0,0,NewYork
9317,1,0,3,0,0,0,1,1,NewYork
9318,0,0,1,0,0,2,0,1,NewYork
9319,1,0,2,0,0,4,2,1,NewYork
9320,1,0,4,0,0,1,2,0,NewYork
9321,0,0,2,0,0,0,0,1,NewYork
9322,1,1,5,0,0,1,1,1,NewYork
9323,1,0,2,0,3,1,2,1,NewYork
9324,0,0,2,0,0,1,1,1,NewYork
9325,0,0,0,0,0,0,0,0,NewYork
9326,0,0,1,0,0,0,0,1,NewYork
9327,1,1,4,0,1,0,2,0,NewYork
9328,2,0,4,0,3,0,4,0,NewYork
9329,0,0,4,0,0,1,3,1,NewYork
9330,0,0,2,1,0,0,1,1,NewYork
9331,0,0,1,0,0,0,0,1,NewYork
9332,2,0,5,0,0,3,4,0,NewYork
9333,1,0,4,0,0,0,3,2,NewYork
9334,2,0,7,0,0,4,4,1,NewYork
9335,3,0,5,0,1,2,4,0,NewYork
9336,1,0,4,0,0,3,2,0,NewYork
9337,0,0,1,0,1,0,0,1,NewYork
9338,1,0,3,0,0,1,3,1,NewYork
9339,0,0,1,0,0,0,0,1,NewYork
9340,0,0,4,0,0,0,0,1,NewYork
9341,0,0,5,0,1,3,3,1,NewYork
9342,0,0,3,0,1,2,2,0,NewYork
9343,2,0,7,0,1,1,1,1,NewYork
9344,3,0,5,0,1,3,4,0,NewYork
9345,0,0,4,0,1,2,2,1,NewYork
9346,0,0,4,0,0,2,0,1,NewYork
9347,1,0,4,0,0,3,2,0,NewYork
9348,0,0,1,0,0,0,0,1,NewYork
9349,0,0,2,0,0,0,1,1,NewYork
9350,0,0,4,0,0,0,0,1,NewYork
9351,0,0,3,0,0,2,1,0,NewYork
9352,2,0,3,0,0,1,4,1,NewYork
9353,0,0,3,0,0,0,1,1,NewYork
9354,0,0,3,0,0,1,0,1,NewYork
9355,0,0,3,0,0,0,0,1,NewYork
9356,0,0,5,0,0,1,1,0,NewYork
9357,0,0,1,0,0,0,0,1,NewYork
9358,0,0,3,0,0,1,0,1,NewYork
9359,0,0,4,0,0,0,0,1,NewYork
9360,0,0,2,0,0,0,0,0,NewYork
9361,0,0,4,0,0,0,1,1,NewYork
9362,0,0,1,0,0,1,0,1,NewYork
9363,1,0,3,1,0,1,1,0,Georgia
9364,1,0,2,0,0,0,1,2,Georgia
9365,0,0,3,0,0,0,0,1,Georgia
9366,3,1,5,0,0,0,3,1,Georgia
9367,0,0,0,0,0,0,1,0,Georgia
9368,3,1,3,0,1,3,2,0,Georgia
9369,0,0,0,0,0,1,0,1,Georgia
9370,1,0,2,0,0,1,0,0,Georgia
9371,2,0,2,1,0,1,1,0,Georgia
9372,0,0,0,0,0,1,0,1,Georgia
9373,2,0,3,1,0,1,0,1,Georgia
9374,0,0,3,0,1,0,2,1,Georgia
9375,0,0,1,0,0,0,0,0,Georgia
9376,0,0,1,0,0,0,1,1,Georgia
9377,0,0,1,0,1,0,0,7,Georgia
9378,0,0,5,1,1,0,1,1,Georgia
9379,1,0,5,0,1,1,0,4,Georgia
9380,0,0,2,0,0,0,1,0,Georgia
9381,1,0,2,0,0,0,0,1,Georgia
9382,4,1,5,0,1,0,3,0,Georgia
9383,0,0,4,0,0,1,0,1,Georgia
9384,1,0,3,0,1,3,2,1,Georgia
9385,2,0,3,0,0,2,2,0,Georgia
9386,1,0,1,1,0,0,1,0,Georgia
9387,1,0,1,0,0,1,4,1,Georgia
9388,0,0,1,0,0,1,1,0,Georgia
9389,0,0,2,0,0,1,1,1,Georgia
9390,0,0,2,0,0,0,1,0,Georgia
9391,1,0,1,0,0,0,1,0,Georgia
9392,0,0,2,0,0,1,0,1,Georgia
9393,1,0,2,1,0,2,3,1,Georgia
9394,0,0,1,0,0,2,5,1,Georgia
9395,0,0,0,0,0,0,1,1,Georgia
9396,0,0,2,0,0,0,2,0,Georgia
9397,0,0,1,0,0,1,2,1,NewYork
9398,0,0,2,0,0,1,1,1,NewYork
9399,0,0,2,0,0,1,1,1,NewYork
9400,0,0,1,0,0,1,1,1,NewYork
9401,0,0,2,0,0,1,0,0,NewYork
9402,2,0,4,0,0,2,3,0,NewYork
9403,3,0,10,1,0,3,6,0,NewYork
9404,0,0,2,0,0,1,1,0,NewYork
9405,1,0,2,0,0,1,4,1,NewYork
9406,0,0,4,0,1,1,3,0,NewYork
9407,1,0,2,0,0,0,1,0,NewYork
9408,0,0,3,1,0,0,1,0,NewYork
9409,0,0,2,0,0,0,1,1,NewYork
9410,0,0,1,0,0,1,0,1,NewYork
9411,1,0,3,0,1,0,2,1,NewYork
9412,0,0,2,0,0,0,0,1,NewYork
9413,2,1,4,1,0,0,2,0,NewYork
9414,2,0,3,0,0,2,5,0,NewYork
9415,0,0,3,0,0,0,1,0,NewYork
9416,0,0,1,1,0,0,1,0,NewYork
9417,3,0,3,0,0,1,7,0,NewYork
9418,0,0,1,0,0,0,0,0,NewYork
9419,1,0,4,1,0,1,2,0,NewYork
9420,0,0,1,0,0,0,0,1,NewYork
9421,0,0,3,0,0,1,0,0,NewYork
9422,0,0,1,0,0,0,3,0,NewYork
9423,0,0,0,0,0,0,0,1,NewYork
9424,5,1,10,0,0,1,3,1,NewYork
9425,3,1,10,1,0,3,5,1,NewYork
9426,1,0,1,0,0,1,1,0,NewYork
9427,1,1,4,0,0,1,1,0,NewYork
9428,1,0,4,0,0,4,3,1,NewYork
9429,0,0,2,0,0,1,1,0,NewYork
9430,1,0,1,0,0,0,2,0,NewYork
9431,0,0,2,0,0,0,1,0,NewYork
9432,2,0,4,0,0,2,4,0,NewYork
9433,1,0,1,1,0,0,1,0,NewYork
9434,3,0,2,0,0,3,3,3,NewYork
9435,0,0,3,0,0,2,1,0,NewYork
9436,0,0,2,0,0,1,2,1,NewYork
9437,2,0,4,1,0,0,3,1,NewYork
9438,2,1,7,0,0,0,2,0,NewYork
9439,0,0,2,0,0,0,2,0,NewYork
9440,0,0,2,0,0,1,1,0,NewYork
9441,1,0,0,0,0,1,3,0,NewYork
9442,0,0,2,0,0,1,1,1,NewYork
9443,1,0,2,0,0,1,1,0,NewYork
9444,0,0,1,0,0,1,0,0,NewYork
9445,2,0,4,0,0,3,1,3,NewYork
9446,2,0,5,0,0,4,4,2,NewYork
9447,1,0,3,0,0,0,1,0,NewYork
9448,1,0,3,0,0,0,1,1,NewYork
9449,1,0,5,0,0,2,1,1,NewYork
9450,2,0,6,0,0,2,2,0,NewYork
9451,2,1,6,1,0,1,3,3,NewYork
9452,0,0,1,0,0,2,1,1,NewYork
9453,1,0,4,1,0,3,1,1,NewYork
9454,1,1,4,0,1,1,1,0,NewYork
9455,0,0,2,0,0,0,0,1,NewYork
9456,1,0,1,1,0,1,4,0,NewYork
9457,0,0,2,0,1,0,0,0,NewYork
9458,1,0,3,0,1,0,0,0,NewYork
9459,2,0,5,0,0,2,1,0,NewYork
9460,0,0,6,1,1,0,3,1,NewYork
9461,0,0,6,1,1,0,2,1,NewYork
9462,3,1,7,0,0,1,1,2,NewYork
9463,0,0,0,0,0,0,0,0,NewYork
9464,0,0,4,0,1,0,3,1,NewYork
9465,1,0,5,0,0,2,1,0,NewYork
9466,0,0,2,0,0,0,0,1,NewYork
9467,2,0,5,0,0,0,0,0,NewYork
9468,3,1,6,0,0,2,8,1,NewYork
9469,0,0,4,0,0,0,0,1,NewYork
9470,1,0,3,0,0,1,6,0,NewYork
9471,0,0,1,0,0,0,0,1,NewYork
9472,3,0,4,0,0,3,5,0,NewYork
9473,3,1,7,0,0,1,3,0,NewYork
9474,1,0,1,0,0,1,5,0,NewYork
9475,3,0,6,0,1,2,4,0,NewYork
9476,1,0,2,0,0,0,1,1,NewYork
9477,4,0,4,0,0,1,7,0,NewYork
9478,0,0,2,1,0,1,2,1,NewYork
9479,2,0,4,0,0,0,1,1,NewYork
9480,3,0,11,2,0,1,3,0,NewYork
9481,3,1,7,0,0,3,3,0,NewYork
9482,1,0,3,0,0,1,3,1,NewYork
9483,0,0,8,0,0,1,3,0,NewYork
9484,4,0,6,1,0,2,1,1,NewYork
9485,0,0,2,0,0,0,0,0,NewYork
9486,1,0,3,0,1,0,0,1,NewYork
9487,0,0,6,0,0,3,1,2,NewYork
9488,0,0,3,0,0,0,0,1,NewYork
9489,0,0,1,0,0,1,3,0,NewYork
9490,1,0,1,0,0,7,2,1,NewYork
9491,1,0,1,0,0,0,0,1,NewYork
9492,1,0,3,0,0,1,2,1,NewYork
9493,0,0,2,0,0,0,0,1,NewYork
9494,0,0,3,0,0,1,1,1,NewYork
9495,0,0,2,0,0,0,0,1,NewYork
9496,0,0,2,0,0,2,2,1,NewYork
9497,0,0,1,0,0,0,1,1,NewYork
9498,0,0,3,0,0,1,2,1,NewYork
9499,1,0,2,0,0,1,0,0,NewYork
9500,0,0,4,0,0,1,2,2,NewYork
9501,0,0,0,0,0,1,1,1,NewYork
9502,0,0,1,0,0,0,0,1,NewYork
9503,0,0,1,0,0,0,0,1,NewYork
9504,1,0,1,0,0,0,3,0,NewYork
9505,0,0,3,0,0,0,0,1,NewYork
9506,0,0,2,0,0,0,1,1,NewYork
9507,1,0,5,0,0,2,5,1,NewYork
9508,0,0,2,0,0,1,1,1,NewYork
9509,0,0,3,0,0,0,0,1,NewYork
9510,0,0,3,0,0,0,2,1,NewYork
9511,0,0,1,0,0,0,1,1,NewYork
9512,0,0,2,0,0,1,0,1,NewYork
9513,0,0,4,0,0,1,0,0,NewYork
9514,0,0,2,0,0,0,0,0,NewYork
9515,2,1,5,0,0,2,2,1,NewYork
9516,1,0,6,1,1,3,0,1,NewYork
9517,1,0,6,1,0,2,3,1,NewYork
9518,0,0,2,0,0,2,1,1,NewYork
9519,0,0,4,0,0,0,3,1,NewYork
9520,0,0,7,0,0,3,1,1,NewYork
9521,0,0,1,0,0,0,3,7,NewYork
9522,1,0,0,0,0,0,0,0,NewYork
9523,0,0,2,0,1,1,1,2,NewYork
9524,0,0,1,0,0,1,1,2,NewYork
9525,0,0,2,0,0,0,1,1,NewYork
9526,2,0,3,0,0,0,5,1,NewYork
9527,1,0,1,1,0,0,0,1,NewYork
9528,0,0,1,0,0,0,1,1,NewYork
9529,0,0,0,0,0,1,0,1,NewYork
9530,1,1,6,0,0,1,3,0,NewYork
9531,3,1,4,0,0,0,2,1,NewYork
9532,1,0,1,1,0,0,0,1,NewYork
9533,0,0,1,0,0,0,1,1,NewYork
9534,1,0,1,0,0,0,1,1,NewYork
9535,1,0,6,0,0,2,2,1,NewYork
9536,2,0,4,0,0,1,1,1,NewYork
9537,1,0,2,0,0,0,0,0,NewYork
9538,0,0,2,0,0,0,0,0,NewYork
9539,2,1,5,0,0,0,2,1,NewYork
9540,1,0,4,0,0,0,4,0,NewYork
9541,0,0,1,0,0,1,0,0,NewYork
9542,0,0,6,0,0,1,2,1,NewYork
9543,2,1,2,0,1,0,2,1,NewYork
9544,0,0,1,0,0,1,0,1,NewYork
9545,0,0,2,1,0,0,1,1,NewYork
9546,0,0,0,0,0,1,1,1,NewYork
9547,0,0,1,0,0,1,1,0,NewYork
9548,2,1,8,0,0,0,2,0,NewYork
9549,2,1,9,0,0,2,1,0,NewYork
9550,0,0,4,0,0,2,3,1,NewYork
9551,1,0,7,0,0,1,2,2,NewYork
9552,0,0,2,0,0,2,1,0,NewYork
9553,2,0,7,0,0,2,3,0,NewYork
9554,2,0,1,0,0,2,5,0,NewYork
9555,2,0,7,0,0,3,2,1,NewYork
9556,0,0,2,0,0,0,0,1,NewYork
9557,1,0,4,0,0,2,2,2,NewYork
9558,0,0,2,0,0,2,1,1,NewYork
9559,0,0,3,0,0,2,1,1,NewYork
9560,1,0,3,0,0,1,2,0,NewYork
9561,0,0,4,0,0,2,1,1,NewYork
9562,1,0,1,0,0,0,0,1,NewYork
9563,0,0,2,0,0,1,1,1,NewYork
9564,0,0,4,0,0,1,2,1,NewYork
9565,0,0,1,0,0,0,0,1,NewYork
9566,2,1,9,0,0,5,4,1,NewYork
9567,4,0,4,0,0,1,2,0,NewYork
9568,0,0,1,0,0,0,0,0,NewYork
9569,1,0,1,0,0,1,2,0,NewYork
9570,5,0,3,0,0,4,5,1,NewYork
9571,1,0,0,0,0,1,4,1,NewYork
9572,1,0,4,0,0,1,1,1,NewYork
9573,0,0,2,0,0,0,0,1,NewYork
9574,0,0,5,0,0,0,4,1,NewYork
9575,0,0,3,0,0,0,0,1,NewYork
9576,1,0,2,0,0,1,0,0,NewYork
9577,2,0,5,0,0,2,2,1,NewYork
9578,1,1,2,0,0,0,1,0,NewYork
9579,0,0,5,0,0,1,3,1,NewYork
9580,2,0,4,0,0,0,2,1,NewYork
9581,2,0,7,0,0,3,3,1,NewYork
9582,0,0,4,0,0,0,0,3,NewYork
9583,0,0,1,0,0,1,1,0,NewYork
9584,1,0,4,1,0,2,4,0,NewYork
9585,1,0,3,0,0,2,1,1,NewYork
9586,0,0,1,1,0,0,1,1,NewYork
9587,0,0,3,0,0,0,0,1,NewYork
9588,0,0,1,0,0,0,1,0,NewYork
9589,0,0,1,0,0,4,3,1,NewYork
9590,1,0,3,0,0,0,1,1,NewYork
9591,0,0,2,0,0,0,0,1,NewYork
9592,0,0,4,0,0,1,0,1,NewYork
9593,0,0,5,0,0,0,1,3,NewYork
9594,0,0,1,0,0,0,0,1,NewYork
9595,1,0,2,0,0,1,0,1,NewYork
9596,0,0,2,0,0,0,0,1,NewYork
9597,0,0,1,0,0,2,2,1,NewYork
9598,0,0,4,0,0,3,1,2,NewYork
9599,0,0,3,0,0,0,1,1,NewYork
9600,2,0,9,1,0,2,3,1,NewYork
9601,2,0,3,1,0,2,3,0,NewYork
9602,1,0,3,1,0,0,3,1,NewYork
9603,1,1,5,0,0,2,0,1,NewYork
9604,1,0,3,0,0,4,2,1,NewYork
9605,0,0,1,0,0,2,1,1,NewYork
9606,0,0,1,0,0,1,1,1,NewYork
9607,0,0,1,0,0,0,1,1,NewYork
9608,0,0,2,0,0,0,0,0,NewYork
9609,1,0,2,0,0,0,0,0,NewYork
9610,0,0,2,0,0,1,0,1,NewYork
9611,0,0,2,0,0,3,3,0,NewYork
9612,0,0,5,0,0,1,2,1,NewYork
9613,0,0,5,0,0,3,3,1,NewYork
9614,0,0,6,0,0,1,0,1,NewYork
9615,0,0,3,0,0,2,1,1,NewYork
9616,0,0,8,0,0,2,1,0,NewYork
9617,5,0,9,0,0,5,4,0,NewYork
9618,0,0,2,0,0,1,3,1,NewYork
9619,0,0,7,0,0,2,3,0,NewYork
9620,0,0,4,0,0,0,2,2,NewYork
9621,1,0,7,0,0,1,1,0,NewYork
9622,1,0,5,0,0,2,3,3,NewYork
9623,2,0,5,0,0,0,2,0,NewYork
9624,0,0,1,0,1,1,1,2,NewYork
9625,0,0,1,0,0,0,0,1,NewYork
9626,0,0,3,0,0,2,1,1,NewYork
9627,0,0,3,0,0,0,0,0,NewYork
